"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"49","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:07:39",2022,4,1,91,14.1275,"GAARA"
"50","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:13:32",2022,4,1,91,14.2255555555556,"GAARA"
"51","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:15:54",2022,4,1,91,14.265,"GAARA"
"52","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:17:33",2022,4,1,91,14.2925,"GAARA"
"53","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:19:46",2022,4,1,91,14.3294444444444,"GAARA"
"54","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:21:07",2022,4,1,91,14.3519444444444,"GAARA"
"55","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:22:44",2022,4,1,91,14.3788888888889,"GAARA"
"56","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:24:54",2022,4,1,91,14.415,"GAARA"
"57","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:26:08",2022,4,1,91,14.4355555555556,"GAARA"
"58","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:27:32",2022,4,1,91,14.4588888888889,"GAARA"
"59","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:31:32",2022,4,1,91,14.5255555555556,"GAARA"
"60","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:33:03",2022,4,1,91,14.5508333333333,"GAARA"
"61","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:35:02",2022,4,1,91,14.5838888888889,"GAARA"
"62","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:37:53",2022,4,1,91,14.6313888888889,"GAARA"
"63","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:40:30",2022,4,1,91,14.675,"GAARA"
"64","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:42:41",2022,4,1,91,14.7113888888889,"GAARA"
"65","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:43:57",2022,4,1,91,14.7325,"GAARA"
"66","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:45:23",2022,4,1,91,14.7563888888889,"GAARA"
"67","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:47:09",2022,4,1,91,14.7858333333333,"GAARA"
"68","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:49:37",2022,4,1,91,14.8269444444444,"GAARA"
"69","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:51:29",2022,4,1,91,14.8580555555556,"GAARA"
"70","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:54:07",2022,4,1,91,14.9019444444444,"GAARA"
"71","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:56:18",2022,4,1,91,14.9383333333333,"GAARA"
"72","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:57:35",2022,4,1,91,14.9597222222222,"GAARA"
"73","A69-9001-17767",-80.78076,31.91671,"2022-04-01 14:59:04",2022,4,1,91,14.9844444444444,"GAARA"
"74","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:00:57",2022,4,1,91,15.0158333333333,"GAARA"
"75","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:03:37",2022,4,1,91,15.0602777777778,"GAARA"
"76","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:05:52",2022,4,1,91,15.0977777777778,"GAARA"
"77","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:07:17",2022,4,1,91,15.1213888888889,"GAARA"
"78","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:09:01",2022,4,1,91,15.1502777777778,"GAARA"
"79","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:11:26",2022,4,1,91,15.1905555555556,"GAARA"
"80","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:13:08",2022,4,1,91,15.2188888888889,"GAARA"
"81","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:15:29",2022,4,1,91,15.2580555555556,"GAARA"
"82","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:19:14",2022,4,1,91,15.3205555555556,"GAARA"
"83","A69-9001-17767",-80.78076,31.91671,"2022-04-01 15:20:26",2022,4,1,91,15.3405555555556,"GAARA"
"84","A69-9001-17767",-80.58385,32.08561,"2022-04-02 10:43:44",2022,4,2,92,10.7288888888889,"SCARE"
"85","A69-9001-17767",-80.58385,32.08561,"2022-04-02 10:48:49",2022,4,2,92,10.8136111111111,"SCARE"
"86","A69-9001-17767",-80.58385,32.08561,"2022-04-02 11:35:42",2022,4,2,92,11.595,"SCARE"
"87","A69-9001-17767",-80.58385,32.08561,"2022-04-02 11:44:03",2022,4,2,92,11.7341666666667,"SCARE"
"88","A69-9001-17767",-80.58385,32.08561,"2022-04-02 11:46:06",2022,4,2,92,11.7683333333333,"SCARE"
"89","A69-9001-17767",-80.58385,32.08561,"2022-04-02 11:52:12",2022,4,2,92,11.87,"SCARE"
"90","A69-9001-17767",-80.58385,32.08561,"2022-04-02 11:55:12",2022,4,2,92,11.92,"SCARE"
"91","A69-9001-17767",-80.58385,32.08561,"2022-04-02 11:58:06",2022,4,2,92,11.9683333333333,"SCARE"
"92","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:00:51",2022,4,2,92,12.0141666666667,"SCARE"
"93","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:03:14",2022,4,2,92,12.0538888888889,"SCARE"
"94","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:04:55",2022,4,2,92,12.0819444444444,"SCARE"
"95","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:10:41",2022,4,2,92,12.1780555555556,"SCARE"
"96","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:16:03",2022,4,2,92,12.2675,"SCARE"
"97","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:21:04",2022,4,2,92,12.3511111111111,"SCARE"
"98","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:23:56",2022,4,2,92,12.3988888888889,"SCARE"
"99","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:26:37",2022,4,2,92,12.4436111111111,"SCARE"
"100","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:28:53",2022,4,2,92,12.4813888888889,"SCARE"
"101","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:30:20",2022,4,2,92,12.5055555555556,"SCARE"
"102","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:32:09",2022,4,2,92,12.5358333333333,"SCARE"
"103","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:34:42",2022,4,2,92,12.5783333333333,"SCARE"
"104","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:36:44",2022,4,2,92,12.6122222222222,"SCARE"
"105","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:39:43",2022,4,2,92,12.6619444444444,"SCARE"
"106","A69-9001-17767",-80.58385,32.08561,"2022-04-02 12:42:37",2022,4,2,92,12.7102777777778,"SCARE"
"107","A69-9001-17767",-80.58385,32.08561,"2022-04-02 15:07:02",2022,4,2,92,15.1172222222222,"SCARE"
"108","A69-9001-17767",-80.58385,32.08561,"2022-04-02 15:09:54",2022,4,2,92,15.165,"SCARE"
"109","A69-9001-17767",-80.49053,32.1221,"2022-04-03 01:53:18",2022,4,3,93,1.88833333333333,"SCARE"
"110","A69-9001-17767",-80.49053,32.1221,"2022-04-03 01:55:06",2022,4,3,93,1.91833333333333,"SCARE"
"111","A69-9001-17767",-80.49053,32.1221,"2022-04-03 01:57:35",2022,4,3,93,1.95972222222222,"SCARE"
"112","A69-9001-17767",-80.49053,32.1221,"2022-04-03 01:59:29",2022,4,3,93,1.99138888888889,"SCARE"
"113","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:02:12",2022,4,3,93,2.03666666666667,"SCARE"
"114","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:04:32",2022,4,3,93,2.07555555555556,"SCARE"
"115","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:09:20",2022,4,3,93,2.15555555555556,"SCARE"
"116","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:10:27",2022,4,3,93,2.17416666666667,"SCARE"
"117","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:14:11",2022,4,3,93,2.23638888888889,"SCARE"
"118","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:15:50",2022,4,3,93,2.26388888888889,"SCARE"
"119","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:18:02",2022,4,3,93,2.30055555555556,"SCARE"
"120","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:19:22",2022,4,3,93,2.32277777777778,"SCARE"
"121","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:20:55",2022,4,3,93,2.34861111111111,"SCARE"
"122","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:22:57",2022,4,3,93,2.3825,"SCARE"
"123","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:25:56",2022,4,3,93,2.43222222222222,"SCARE"
"124","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:31:31",2022,4,3,93,2.52527777777778,"SCARE"
"125","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:33:49",2022,4,3,93,2.56361111111111,"SCARE"
"126","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:40:03",2022,4,3,93,2.6675,"SCARE"
"127","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:42:33",2022,4,3,93,2.70916666666667,"SCARE"
"128","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:44:27",2022,4,3,93,2.74083333333333,"SCARE"
"129","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:47:10",2022,4,3,93,2.78611111111111,"SCARE"
"130","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:49:30",2022,4,3,93,2.825,"SCARE"
"131","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:53:11",2022,4,3,93,2.88638888888889,"SCARE"
"132","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:56:32",2022,4,3,93,2.94222222222222,"SCARE"
"133","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:57:44",2022,4,3,93,2.96222222222222,"SCARE"
"134","A69-9001-17767",-80.49053,32.1221,"2022-04-03 02:59:02",2022,4,3,93,2.98388888888889,"SCARE"
"135","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:00:34",2022,4,3,93,3.00944444444444,"SCARE"
"136","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:02:32",2022,4,3,93,3.04222222222222,"SCARE"
"137","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:05:22",2022,4,3,93,3.08944444444444,"SCARE"
"138","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:10:07",2022,4,3,93,3.16861111111111,"SCARE"
"139","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:11:18",2022,4,3,93,3.18833333333333,"SCARE"
"140","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:12:35",2022,4,3,93,3.20972222222222,"SCARE"
"141","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:15:58",2022,4,3,93,3.26611111111111,"SCARE"
"142","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:18:41",2022,4,3,93,3.31138888888889,"SCARE"
"143","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:24:40",2022,4,3,93,3.41111111111111,"SCARE"
"144","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:30:48",2022,4,3,93,3.51333333333333,"SCARE"
"145","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:33:50",2022,4,3,93,3.56388888888889,"SCARE"
"146","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:36:50",2022,4,3,93,3.61388888888889,"SCARE"
"147","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:39:44",2022,4,3,93,3.66222222222222,"SCARE"
"148","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:42:29",2022,4,3,93,3.70805555555556,"SCARE"
"149","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:44:52",2022,4,3,93,3.74777777777778,"SCARE"
"150","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:46:33",2022,4,3,93,3.77583333333333,"SCARE"
"151","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:50:22",2022,4,3,93,3.83944444444444,"SCARE"
"152","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:52:18",2022,4,3,93,3.87166666666667,"SCARE"
"153","A69-9001-17767",-80.49053,32.1221,"2022-04-03 03:59:29",2022,4,3,93,3.99138888888889,"SCARE"
"154","A69-9001-17767",-79.13386,33.19193,"2022-04-10 07:39:20",2022,4,10,100,7.65555555555556,"SCARE"
"155","A69-9001-17767",-79.12048,33.19362,"2022-04-10 08:19:58",2022,4,10,100,8.33277777777778,"SCARE"
"156","A69-9001-17767",-78.935,33.5614,"2022-04-12 14:13:53",2022,4,12,102,14.2313888888889,"SCARE"
"157","A69-9001-17767",-78.935,33.5614,"2022-04-12 14:15:05",2022,4,12,102,14.2513888888889,"SCARE"
"158","A69-9001-17767",-78.935,33.5614,"2022-04-12 14:16:24",2022,4,12,102,14.2733333333333,"SCARE"
"159","A69-9001-17767",-78.935,33.5614,"2022-04-12 14:17:57",2022,4,12,102,14.2991666666667,"SCARE"
"160","A69-9001-17767",-78.935,33.5614,"2022-04-12 14:19:57",2022,4,12,102,14.3325,"SCARE"
"161","A69-9001-17767",-78.935,33.5614,"2022-04-12 14:28:11",2022,4,12,102,14.4697222222222,"SCARE"
"162","A69-9001-17767",-75.75414,35.16319,"2022-04-28 12:02:59.856",2022,4,28,118,12.04996,"CMAST"
"163","A69-9001-17767",-75.88336,36.76749,"2022-05-07 20:49:11",2022,5,7,127,20.8197222222222,"ACT.VAHMSSHARK"
"164","A69-9001-17767",-75.88336,36.76749,"2022-05-07 20:51:27",2022,5,7,127,20.8575,"ACT.VAHMSSHARK"
"165","A69-9001-17767",-75.88336,36.76749,"2022-05-07 20:52:53",2022,5,7,127,20.8813888888889,"ACT.VAHMSSHARK"
"166","A69-9001-17767",-75.88336,36.76749,"2022-05-07 20:57:08",2022,5,7,127,20.9522222222222,"ACT.VAHMSSHARK"
"167","A69-9001-17767",-75.88336,36.76749,"2022-05-07 20:59:00",2022,5,7,127,20.9833333333333,"ACT.VAHMSSHARK"
"168","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:01:39",2022,5,7,127,21.0275,"ACT.VAHMSSHARK"
"169","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:03:52",2022,5,7,127,21.0644444444444,"ACT.VAHMSSHARK"
"170","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:06:48",2022,5,7,127,21.1133333333333,"ACT.VAHMSSHARK"
"171","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:08:53",2022,5,7,127,21.1480555555556,"ACT.VAHMSSHARK"
"172","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:09:59",2022,5,7,127,21.1663888888889,"ACT.VAHMSSHARK"
"173","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:11:04",2022,5,7,127,21.1844444444444,"ACT.VAHMSSHARK"
"174","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:12:09",2022,5,7,127,21.2025,"ACT.VAHMSSHARK"
"175","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:13:15",2022,5,7,127,21.2208333333333,"ACT.VAHMSSHARK"
"176","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:14:22",2022,5,7,127,21.2394444444444,"ACT.VAHMSSHARK"
"177","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:15:29",2022,5,7,127,21.2580555555556,"ACT.VAHMSSHARK"
"178","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:16:38",2022,5,7,127,21.2772222222222,"ACT.VAHMSSHARK"
"179","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:17:51",2022,5,7,127,21.2975,"ACT.VAHMSSHARK"
"180","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:19:12",2022,5,7,127,21.32,"ACT.VAHMSSHARK"
"181","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:22:55",2022,5,7,127,21.3819444444444,"ACT.VAHMSSHARK"
"182","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:24:04",2022,5,7,127,21.4011111111111,"ACT.VAHMSSHARK"
"183","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:26:39",2022,5,7,127,21.4441666666667,"ACT.VAHMSSHARK"
"184","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:31:38",2022,5,7,127,21.5272222222222,"ACT.VAHMSSHARK"
"185","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:32:58",2022,5,7,127,21.5494444444444,"ACT.VAHMSSHARK"
"186","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:34:34",2022,5,7,127,21.5761111111111,"ACT.VAHMSSHARK"
"187","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:36:41",2022,5,7,127,21.6113888888889,"ACT.VAHMSSHARK"
"188","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:37:49",2022,5,7,127,21.6302777777778,"ACT.VAHMSSHARK"
"189","A69-9001-17767",-75.88336,36.76749,"2022-05-07 21:40:19",2022,5,7,127,21.6719444444444,"ACT.VAHMSSHARK"
"190","A69-9001-17767",-76.4298,34.49297,"2022-11-03 04:40:30",2022,11,3,307,4.675,"RSTSNCA"
"191","A69-9001-17767",-76.4298,34.49297,"2022-11-03 04:46:29",2022,11,3,307,4.77472222222222,"RSTSNCA"
"192","A69-9001-17767",-76.4298,34.49297,"2022-11-03 05:45:14",2022,11,3,307,5.75388888888889,"RSTSNCA"
"193","A69-9001-17767",-76.4298,34.49297,"2022-11-03 06:12:40",2022,11,3,307,6.21111111111111,"RSTSNCA"
"194","A69-9001-17767",-76.4298,34.49297,"2022-11-03 06:17:16",2022,11,3,307,6.28777777777778,"RSTSNCA"
"195","A69-9001-17767",-76.4298,34.49297,"2022-11-03 06:37:43",2022,11,3,307,6.62861111111111,"RSTSNCA"
"196","A69-9001-17767",-76.4298,34.49297,"2022-11-03 07:01:56",2022,11,3,307,7.03222222222222,"RSTSNCA"
"197","A69-9001-17767",-76.4298,34.49297,"2022-11-03 07:06:04",2022,11,3,307,7.10111111111111,"RSTSNCA"
"198","A69-9001-17767",-76.4298,34.49297,"2022-11-03 07:12:27",2022,11,3,307,7.2075,"RSTSNCA"
"199","A69-9001-17767",-76.4298,34.49297,"2022-11-03 07:23:49",2022,11,3,307,7.39694444444445,"RSTSNCA"
"200","A69-9001-17767",-76.4298,34.49297,"2022-11-03 07:36:49",2022,11,3,307,7.61361111111111,"RSTSNCA"
"201","A69-9001-17767",-76.4298,34.49297,"2022-11-03 07:44:39",2022,11,3,307,7.74416666666667,"RSTSNCA"
"202","A69-9001-17767",-76.4298,34.49297,"2022-11-03 07:59:52",2022,11,3,307,7.99777777777778,"RSTSNCA"
"203","A69-9001-17767",-76.4298,34.49297,"2022-11-03 08:02:49",2022,11,3,307,8.04694444444444,"RSTSNCA"
"204","A69-9001-17767",-76.4298,34.49297,"2022-11-03 08:18:53",2022,11,3,307,8.31472222222222,"RSTSNCA"
"205","A69-9001-17767",-76.4298,34.49297,"2022-11-03 08:57:14",2022,11,3,307,8.95388888888889,"RSTSNCA"
"206","A69-9001-17767",-76.4298,34.49297,"2022-11-03 09:08:33",2022,11,3,307,9.1425,"RSTSNCA"
"207","A69-9001-17767",-76.4298,34.49297,"2022-11-03 09:12:17",2022,11,3,307,9.20472222222222,"RSTSNCA"
"208","A69-9001-17767",-76.4298,34.49297,"2022-11-03 09:34:03",2022,11,3,307,9.5675,"RSTSNCA"
"209","A69-9001-17767",-76.4298,34.49297,"2022-11-03 09:37:27",2022,11,3,307,9.62416666666667,"RSTSNCA"
"210","A69-9001-17767",-76.4298,34.49297,"2022-11-03 09:42:32",2022,11,3,307,9.70888888888889,"RSTSNCA"
"211","A69-9001-17767",-76.4298,34.49297,"2022-11-03 10:09:24",2022,11,3,307,10.1566666666667,"RSTSNCA"
"212","A69-9001-17767",-76.4298,34.49297,"2022-11-03 10:12:11",2022,11,3,307,10.2030555555556,"RSTSNCA"
"213","A69-9001-17767",-76.4298,34.49297,"2022-11-03 10:19:13",2022,11,3,307,10.3202777777778,"RSTSNCA"
"214","A69-9001-17767",-76.4298,34.49297,"2022-11-03 10:20:55",2022,11,3,307,10.3486111111111,"RSTSNCA"
"215","A69-9001-17767",-76.4298,34.49297,"2022-11-03 10:24:46",2022,11,3,307,10.4127777777778,"RSTSNCA"
"216","A69-9001-17767",-76.4298,34.49297,"2022-11-03 10:32:27",2022,11,3,307,10.5408333333333,"RSTSNCA"
"217","A69-9001-17767",-76.4298,34.49297,"2022-11-03 10:34:53",2022,11,3,307,10.5813888888889,"RSTSNCA"
"218","A69-9001-17767",-76.4298,34.49297,"2022-11-03 11:13:31",2022,11,3,307,11.2252777777778,"RSTSNCA"
"219","A69-9001-17767",-76.4298,34.49297,"2022-11-03 11:21:35",2022,11,3,307,11.3597222222222,"RSTSNCA"
"220","A69-9001-17767",-76.4298,34.49297,"2022-11-03 11:29:37",2022,11,3,307,11.4936111111111,"RSTSNCA"
"221","A69-9001-17767",-76.4298,34.49297,"2022-11-03 11:35:17",2022,11,3,307,11.5880555555556,"RSTSNCA"
"222","A69-9001-17767",-76.4298,34.49297,"2022-11-03 11:43:18",2022,11,3,307,11.7216666666667,"RSTSNCA"
"223","A69-9001-17767",-76.4298,34.49297,"2022-11-03 11:44:50",2022,11,3,307,11.7472222222222,"RSTSNCA"
